"Modifications"	"Proteins"	"Intensity QC02_210326"	"Intensity QC02_210331"	"Intensity QC02_210402"	"Intensity QC02_210406"	"Intensity QC02_210410"	"Intensity QC02_210411"	"Experiment QC02_210326"	"Experiment QC02_210331"	"Experiment QC02_210402"	"Experiment QC02_210406"	"Experiment QC02_210410"	"Experiment QC02_210411"	"Potential contaminant"	"Reverse"
"Unmodified"	"Q9BXS5"	4252100	0	4048600	6363500	6268100	9877300	1	NA	1	1	1	1	NA	NA
"Unmodified"	"P61160"	10859000	11563000	8589000	0	8196800	23759000	1	2	1	1	1	3	NA	NA
"Unmodified"	"Q99497"	165350000	180890000	147770000	374060000	252650000	329890000	2	2	2	2	2	2	NA	NA
"Unmodified"	"Q32P41"	2507400	0	0	4751700	3235200	0	1	NA	NA	1	1	NA	NA	NA
"Unmodified"	"P13639"	40579000	44007000	43199000	72539000	115750000	99864000	3	3	3	3	3	3	NA	NA
"Unmodified"	"CON__Q3SX09"	750370000	853830000	628680000	1952300000	1398600000	1785300000	2	2	2	2	2	3	"+"	NA
"Unmodified"	"P21333"	94165000	112250000	103880000	231100000	144670000	221360000	1	2	2	2	2	2	NA	NA
"Unmodified"	"P09110"	6178000	7127300	4470600	12832000	9477400	11037000	1	1	1	1	1	1	NA	NA
"Oxidation (M)"	"Q04837"	0	2087300	0	0	1164800	0	NA	1	NA	NA	1	NA	NA	NA
"Unmodified"	"Q5VV41"	2813200	0	2697100	6766100	0	6561500	1	NA	1	1	NA	1	NA	NA
"Unmodified"	"P31327"	58468000	65216000	61179000	157670000	63663000	136800000	1	1	1	1	2	1	NA	NA
"Unmodified"	"P00505"	0	9771000	0	0	14483000	0	NA	1	NA	NA	2	NA	NA	NA
"Unmodified"	"Q7Z392"	1249400	2034600	1429800	0	2246700	2850000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9UBQ7"	33038000	33451000	23648000	89628000	113630000	80971000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P33992"	5518400	7635700	4299300	11561000	0	16277000	1	1	1	1	NA	1	NA	NA
"Unmodified"	"Q96B36"	4387500	663470	0	8863600	0	8770100	1	1	NA	1	NA	1	NA	NA
"Unmodified"	"O75534"	9205000	16339000	9502000	25698000	16989000	22165000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q13451"	9652500	10054000	9398400	22192000	10206000	19230000	1	1	1	1	1	1	NA	NA
"Unmodified"	"O75691"	2782400	3758400	2214400	4349200	0	0	1	1	1	1	1	NA	NA	NA
"Unmodified"	"O95163"	2700200	0	1913200	6077000	0	4182500	1	NA	1	1	NA	1	NA	NA
"Oxidation (M)"	"P41252"	2141800	0	0	3647700	0	4241200	1	NA	NA	1	NA	1	NA	NA
"Oxidation (M)"	"P06576"	51926000	61564000	27619000	114310000	79899000	110520000	4	5	2	5	4	5	NA	NA
"Unmodified"	"O95163"	2230500	0	2908200	6888600	7883500	6151700	1	1	1	1	1	1	NA	NA
"Unmodified"	"O60287"	1948500	0	1395200	0	4945700	2463500	1	NA	1	NA	1	1	NA	NA
"Unmodified"	"Q92890"	9590800	8429600	8254000	18911000	17981000	18133000	1	1	2	1	2	2	NA	NA
"Unmodified"	"Q9Y2W1"	7374100	7648800	6457700	0	9681200	13896000	1	1	1	NA	1	1	NA	NA
"Unmodified"	"Q9UFC0"	881320	0	706580	2405900	0	2374900	1	NA	1	1	NA	1	NA	NA
"Unmodified"	"CON__P01966;P69905"	572530000	532390000	434240000	1412300000	898890000	1297800000	2	2	2	2	3	2	"+"	NA
"Unmodified"	"P08174"	25718000	37055000	403430	951750	915800	8397200	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q641Q2;Q9Y4E1"	0	0	0	0	1778500	0	NA	NA	NA	NA	1	NA	NA	NA
"Unmodified"	"P52907;P47755"	17215000	21809000	2754900	29551000	25665000	27793000	2	2	1	2	2	2	NA	NA
"Unmodified"	"Q9UBD5"	1169400	2055200	1593700	3511600	0	2403300	1	1	1	1	NA	1	NA	NA
"Oxidation (M)"	"P31949"	20542000	2113400	18397000	35569000	61522000	42205000	2	2	3	5	3	3	NA	NA
"Unmodified"	"Q6P3X3"	1880100	2209100	1839800	4702500	0	3384600	1	1	1	1	NA	1	NA	NA
"Unmodified"	"Q99536"	20775000	22793000	20005000	39649000	27059000	43639000	2	2	2	2	2	2	NA	NA
"Oxidation (M)"	"P62195"	0	2502100	2017300	1875800	0	0	NA	1	1	1	NA	NA	NA	NA
"Unmodified"	"P46977"	313490	6491900	5341100	0	0	0	1	1	1	NA	NA	NA	NA	NA
"Unmodified"	"Q8N5C7"	1635400	1620700	0	2656300	0	4753300	1	1	NA	1	NA	1	NA	NA
"Unmodified"	"A5YKK6"	0	1564600	0	0	0	0	NA	1	NA	NA	NA	NA	NA	NA
"Unmodified"	"P26440"	0	0	0	0	0	0	1	1	NA	NA	NA	NA	NA	NA
"Unmodified"	"Q15293"	0	0	0	0	53167000	0	NA	NA	NA	NA	1	NA	NA	NA
"Oxidation (M)"	"P50416"	0	0	0	0	1000500	2063800	NA	NA	NA	NA	1	1	NA	NA
"Unmodified"	"P17174"	11287000	15690000	7267500	26890000	29705000	22585000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P08195"	56809000	76891000	61357000	125400000	84747000	119530000	1	1	1	1	1	1	NA	NA
"Oxidation (M)"	"P41091;Q2VIR3"	3240800	0	2515000	4537900	0	5801200	1	NA	1	1	NA	1	NA	NA
"Unmodified"	"P00533"	3459200	4482800	3921400	8216600	13667000	6631900	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9H0A0"	477800	1085900	0	0	0	1436700	1	1	NA	NA	NA	1	NA	NA
"Unmodified"	"O14980"	0	13351000	10325000	0	0	0	NA	1	1	NA	NA	NA	NA	NA
"Unmodified"	"O43156"	1224400	2203700	1782900	4183500	0	3386500	1	1	1	1	NA	1	NA	NA
"Unmodified"	"P46940"	35705000	39469000	33868000	72609000	48114000	78946000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q14203"	0	8934200	5840300	14469000	8096500	0	1	1	1	1	1	NA	NA	NA
"Unmodified"	"O60825"	0	4212800	0	8304000	4378800	5159400	1	1	NA	1	1	1	NA	NA
"Unmodified"	"P22033"	3588800	3549300	0	0	0	4743900	1	1	NA	NA	NA	1	NA	NA
"Unmodified"	"P56192"	13088000	15400000	14742000	37689000	49016000	30722000	2	2	3	2	2	2	NA	NA
"Unmodified"	"P63244"	108500000	147600000	127720000	281400000	243530000	267510000	1	2	2	2	1	1	NA	NA
"Unmodified"	"Q07617"	0	0	440760	992000	0	0	NA	NA	1	1	NA	NA	NA	NA
"Unmodified"	"P22392"	68332000	82266000	56564000	146600000	250580000	154500000	3	2	3	2	2	3	NA	NA
"Unmodified"	"P60981"	3774500	3403900	2650600	3544300	0	5685900	2	1	1	1	NA	1	NA	NA
"Unmodified"	"P53621"	7598400	8329800	7493100	17180000	18584000	19003000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P26368"	9405900	10682000	11442000	19166000	19094000	18208000	2	1	2	1	1	3	NA	NA
"Unmodified"	"CON__Q1A7A4"	3421800	3513100	2683300	6792400	11478000	6830500	1	1	1	1	1	1	"+"	NA
"Unmodified"	"Q7Z739"	2358000	3270000	3232900	6604400	6929300	4628600	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9GZT3"	33442000	36651000	32901000	93836000	54714000	67153000	2	2	2	2	2	2	NA	NA
"Unmodified"	"O00429"	4716500	5391700	3519100	8081600	4517700	3804900	1	1	1	1	1	1	NA	NA
"Unmodified"	"P42695"	1803800	3007700	1882000	3578200	2401900	3431900	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9NYL9"	8805500	11775000	917900	19879000	0	0	1	1	1	2	NA	NA	NA	NA
"Unmodified"	"Q13435"	12741000	22208000	23297000	33028000	18265000	31252000	1	2	2	2	2	2	NA	NA
"Unmodified"	"P19174"	0	1629600	0	0	1900500	0	NA	1	NA	NA	1	NA	NA	NA
"Acetyl (Protein N-term)"	"P31948"	14890000	17920000	16361000	31382000	14012000	28252000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q96ER9"	3619700	5060100	8038100	15389000	3150000	0	1	1	1	1	1	NA	NA	NA
"Unmodified"	"Q9Y6D6"	2426700	2890800	2867900	0	4208300	6478000	1	1	1	NA	1	1	NA	NA
"Oxidation (M)"	"P11387"	0	2802900	0	0	0	0	NA	1	NA	NA	NA	NA	NA	NA
"Unmodified"	"Q93008"	0	5220700	3328300	6115200	4337500	4708800	NA	1	2	1	1	1	NA	NA
"Unmodified"	"Q12931"	1715700	0	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA
"Unmodified"	"P11172"	3283200	2688000	8417400	0	6271200	0	1	1	1	NA	1	NA	NA	NA
"Unmodified"	"P46087"	0	0	0	0	0	0	NA	NA	NA	NA	NA	1	NA	NA
"Unmodified"	"Q9BQG0"	12514000	14215000	12159000	28425000	19445000	22035000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q5T4S7"	2804500	2968900	0	6856500	4792200	5370800	1	1	NA	1	1	1	NA	NA
"Unmodified"	"P54136"	24039000	31599000	23528000	55481000	0	52139000	1	1	1	1	NA	1	NA	NA
"Unmodified"	"Q14137"	1081400	2715500	1789300	4581600	9881600	6124900	1	1	1	1	1	1	NA	NA
"Oxidation (M)"	"P46940"	5994900	5391400	0	11631000	10561000	12838000	3	2	NA	3	3	3	NA	NA
"Unmodified"	"P30046;A6NHG4"	0	6982500	0	8836500	6488500	8500900	NA	1	NA	1	1	1	NA	NA
"Unmodified"	"Q52LJ0"	4254200	4797800	5375100	7761400	10874000	10259000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q96TC7"	5757500	4422300	7658400	12271000	4039700	12572000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P35606"	2158000	15929000	10922000	3259200	23443000	6368000	1	2	2	1	2	1	NA	NA
"Unmodified"	"Q86UP2"	1147000	0	1224700	2958800	2025800	3480000	1	NA	1	1	1	1	NA	NA
"Unmodified"	"Q9BYD6"	3073200	0	2640900	0	3022600	6339800	1	NA	1	NA	1	1	NA	NA
"Unmodified"	"P35573"	2768600	2754500	3060900	0	0	0	1	1	1	NA	NA	NA	NA	NA
"Unmodified"	"P07814"	2622700	4131700	2770400	0	0	0	1	1	1	NA	NA	NA	NA	NA
"Unmodified"	"O76031"	0	0	0	10371000	5148500	10120000	NA	NA	NA	1	1	1	NA	NA
"Unmodified"	"Q99707"	0	0	0	0	2576600	0	NA	NA	NA	NA	1	NA	NA	NA
"Unmodified"	"Q8WZA0"	0	0	0	0	1420400	0	NA	NA	NA	NA	1	NA	NA	NA
"Unmodified"	"Q9NZE8"	1353200	0	0	3905200	0	4195200	1	NA	NA	1	NA	1	NA	NA
"Oxidation (M)"	"Q9HB07"	0	0	2381900	0	0	0	NA	NA	1	NA	NA	NA	NA	NA
"Unmodified"	"P53618"	0	6458000	4703300	0	8274100	0	NA	1	1	NA	1	NA	NA	NA
"Unmodified"	"Q9C0B1"	1941700	2353000	1853500	4273700	6057500	5660100	1	1	1	1	1	2	NA	NA
"Unmodified"	"Q16822"	0	13857000	11084000	24473000	17893000	0	NA	1	1	1	1	1	NA	NA
"Unmodified"	"P61019"	4605900	6222800	3578200	8103600	22630000	9319600	1	1	1	1	2	1	NA	NA
"Unmodified"	"P33176;Q12840"	1144100	1542000	0	0	0	0	1	2	NA	NA	NA	NA	NA	NA
"Unmodified"	"P50851"	0	1923300	0	0	0	4061700	NA	1	NA	NA	NA	1	NA	NA
"Unmodified"	"Q8TAQ2"	2735300	2940400	1673500	4024000	0	3814800	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q96A65"	1365100	1806000	1407600	2525400	0	2534100	1	1	1	1	NA	1	NA	NA
"Unmodified"	"Q8TCT9"	19834000	22818000	20561000	43273000	28243000	40173000	1	1	1	1	1	1	NA	NA
"Oxidation (M)"	"Q07812"	0	2924400	2061300	5313100	0	0	NA	1	1	1	NA	NA	NA	NA
"Unmodified"	"Q9UNS2"	9409900	12625000	0	0	0	18208000	1	1	1	NA	NA	1	NA	NA
"Unmodified"	"P09104"	3701900	3525200	0	7451700	3710400	6506400	1	1	NA	1	1	1	NA	NA
"Unmodified"	"P78362"	0	0	0	1454100	0	1485800	NA	NA	NA	1	NA	1	NA	NA
"Unmodified"	"Q8NBU5"	6644300	6960600	0	20887000	12167000	13616000	1	1	NA	1	1	1	NA	NA
"Unmodified"	"Q86UK7"	0	2620800	689930	0	1489500	0	NA	1	1	NA	1	NA	NA	NA
"Acetyl (Protein N-term)"	"Q9UK76"	0	3216800	0	0	0	0	NA	1	NA	NA	NA	NA	NA	NA
"Unmodified"	"Q8WXI7"	364730	677880	0	662630	0	878840	1	1	NA	1	NA	1	NA	NA
"Unmodified"	"Q01085;P31483"	0	0	0	22961000	11751000	27202000	NA	NA	NA	1	1	1	NA	NA
"Unmodified"	"Q5T8D3"	2628300	0	0	7133000	0	0	1	NA	NA	1	NA	NA	NA	NA
"Unmodified"	"P68363;P68366;Q9BQE3"	22187000	28474000	18498000	21547000	46563000	31261000	1	1	2	1	1	1	NA	NA
"Unmodified"	"Q13098"	12173000	14388000	4630600	25596000	18423000	24815000	2	2	1	2	2	2	NA	NA
"Unmodified"	"O43660"	3401700	3776300	0	0	0	2817500	1	1	NA	NA	NA	1	NA	NA
"Unmodified"	NA	0	0	0	0	9741800	0	NA	NA	NA	NA	1	NA	NA	"+"
"Unmodified"	"Q9BTC0"	0	0	0	0	2168800	0	NA	NA	NA	NA	1	NA	NA	NA
"Unmodified"	"P42166"	5437900	5227900	7940800	15480000	9993600	8730200	2	2	2	2	2	1	NA	NA
"Unmodified"	"Q10589"	4774300	0	3096500	8678300	8756500	0	1	NA	1	1	1	NA	NA	NA
"Oxidation (M)"	"P26196"	0	1484600	459410	1700400	893500	2519300	NA	1	1	1	1	1	NA	NA
"Unmodified"	"O60502"	0	7917700	4007600	7709500	4647400	6945300	1	1	2	1	1	1	NA	NA
"Unmodified"	"Q04323"	1698900	2289800	1018200	1417900	1160000	2437100	1	1	1	1	1	1	NA	NA
"2 Oxidation (M)"	"P53999"	0	0	1968900	0	0	2160600	NA	NA	1	NA	NA	1	NA	NA
"Unmodified"	"P48067"	1279500	1399400	0	2195100	1492800	2815700	1	1	NA	1	1	1	NA	NA
"Unmodified"	"Q9NTK5"	22011000	31960000	21995000	64764000	38560000	53529000	1	1	1	1	1	1	NA	NA
"Acetyl (Protein N-term)"	"P55060"	60652000	0	80112000	0	0	93870000	1	1	1	1	NA	1	NA	NA
"Unmodified"	"P40121"	32883000	0	27367000	87471000	0	84266000	1	NA	1	1	NA	1	NA	NA
"Unmodified"	"Q9NZ08"	3050600	9040200	0	3281700	0	0	1	1	NA	1	NA	NA	NA	NA
"Unmodified"	"P26639"	18479000	24091000	20024000	43038000	0	47116000	1	1	1	1	NA	1	NA	NA
"Unmodified"	"Q14692"	5173700	8357100	5238100	9293900	9108000	9544100	1	1	1	1	1	1	NA	NA
"Oxidation (M)"	"P32969"	11538000	13871000	12965000	27002000	19228000	7757800	2	2	3	4	4	1	NA	NA
"Unmodified"	"Q8IWS0"	7932500	10436000	8918400	16910000	15963000	17035000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9BZX2;Q9HA47"	5115500	5365500	4697700	11717000	9202600	7924900	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9NYU2"	8166500	7733100	6984800	0	0	0	1	1	1	NA	NA	NA	NA	NA
"Unmodified"	"Q01813"	19160000	0	17172000	40452000	0	0	1	NA	1	1	NA	NA	NA	NA
"Unmodified"	"Q9Y230"	1191200	1296800	827950	0	4752100	3089500	1	1	1	NA	1	2	NA	NA
"Unmodified"	"Q14980"	0	0	1866900	5104100	4085900	6135800	1	NA	1	1	1	1	NA	NA
"Unmodified"	"P33993"	5577500	13643000	2621100	11460000	21690000	13161000	2	2	1	2	3	2	NA	NA
"Unmodified"	"Q9BY77"	2031000	0	0	3299200	2286400	2423700	1	NA	1	1	1	1	NA	NA
"Unmodified"	"Q9H814"	2710500	4283100	2989800	6553300	9194800	8432900	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q8N4H5"	3141700	3966600	0	7750400	0	6451500	1	1	NA	1	NA	1	NA	NA
"Unmodified"	"P14550"	1575300	11413000	0	0	0	2919600	1	1	NA	NA	NA	1	NA	NA
"Unmodified"	"Q9UBB4"	0	0	0	0	3926900	0	NA	NA	NA	NA	1	NA	NA	NA
"Unmodified"	"Q99798"	0	2512200	0	0	2322500	0	NA	1	NA	NA	1	NA	NA	NA
"Unmodified"	"Q8NHQ9"	587240	867510	690060	924350	0	1599800	1	1	1	1	NA	1	NA	NA
"Unmodified"	"P00338"	0	618120000	451130000	0	836590000	1147300000	2	1	1	1	1	1	NA	NA
"Oxidation (M)"	"P49321"	0	0	0	9857600	5969100	0	NA	NA	NA	1	1	NA	NA	NA
"Unmodified"	"Q15155;Q5JPE7;P69849"	10604000	10006000	4572500	25806000	2603400	17538000	2	1	1	2	1	2	NA	NA
"Unmodified"	"Q02809"	1748400	1821100	1717400	4063300	5085800	3577200	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9NXH9"	1362400	2269700	1680500	2403100	1485600	2116600	1	1	1	1	1	1	NA	NA
"Oxidation (M)"	"Q02218"	0	0	0	4634000	2653400	3764100	NA	NA	NA	1	1	1	NA	NA
"Unmodified"	"Q13813"	4997100	5172800	5291500	11126000	0	9036900	1	1	1	1	NA	1	NA	NA
"Unmodified"	"P55145"	10031000	13012000	8938100	17875000	14065000	21510000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q7Z6Z7"	9225500	9058500	8722700	17623000	2768400	17200000	2	2	2	2	1	2	NA	NA
"Unmodified"	"P49366"	1372100	1418700	1612900	0	0	2472500	1	1	1	NA	NA	1	NA	NA
"Unmodified"	"Q27J81"	953060	8901100	996550	0	0	2623800	1	2	1	NA	NA	1	NA	NA
"Unmodified"	"Q14498;Q86U06"	12493000	16287000	15440000	24283000	23284000	26695000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P08559"	19409000	29668000	17912000	0	0	0	1	1	1	NA	NA	1	NA	NA
"Unmodified"	"P62873;P62879"	9963800	14957000	9743900	19271000	12412000	19012000	1	2	1	1	1	1	NA	NA
"Unmodified"	"Q96S44"	3579600	0	3825100	8030200	6087800	5329100	1	1	1	1	1	1	NA	NA
"Unmodified"	"CON__P01030"	1573700	0	2308400	0	1815600	0	1	NA	1	NA	1	NA	"+"	NA
"Unmodified"	"P98175"	3598200	3695100	3662500	5959800	7300600	7949200	1	1	1	1	1	1	NA	NA
"Oxidation (M)"	"O14980"	3159700	4207700	2745800	7747000	0	8111300	1	1	1	1	NA	1	NA	NA
"Unmodified"	"P20700;Q03252;P02545"	7547700	16783000	0	0	0	2627300	1	1	NA	NA	NA	1	NA	NA
"Unmodified"	"Q7L2E3"	0	0	0	0	0	2013800	NA	NA	NA	1	1	2	NA	NA
"Unmodified"	"Q14690"	2893900	4062500	3447500	5166300	1732400	5259700	1	1	1	1	1	1	NA	NA
"Unmodified"	"P49588"	23737000	30515000	28223000	53457000	25079000	54198000	1	1	1	1	2	1	NA	NA
"Unmodified"	"P05161"	3315400	4534500	3479500	10066000	0	8951300	1	1	1	1	NA	1	NA	NA
"Unmodified"	"P25685"	0	0	0	0	13606000	0	NA	NA	NA	NA	1	NA	NA	NA
"Oxidation (M)"	"Q9Y5B9"	1742800	0	0	3956100	5726500	3248400	1	NA	NA	1	1	1	NA	NA
"Unmodified"	"P16278"	0	0	0	19957000	14176000	18175000	NA	NA	NA	1	1	1	NA	NA
"Unmodified"	"P18206"	13720000	15999000	13449000	34206000	17400000	27027000	1	1	1	2	1	1	NA	NA
"Unmodified"	"O76021"	5045200	65658000	57648000	0	85715000	0	1	2	2	NA	2	NA	NA	NA
"Unmodified"	"Q8N6R0"	1003400	0	1393200	2261600	0	1563300	1	NA	1	1	NA	1	NA	NA
"Unmodified"	"Q96KR1"	6679700	8700600	6550300	15828000	13182000	16048000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9BQ52"	0	0	6288700	5623800	0	8926100	NA	NA	1	1	NA	1	NA	NA
"Unmodified"	"Q29RF7"	0	5958900	5333200	7269700	12399000	12147000	NA	2	2	1	3	2	NA	NA
"Unmodified"	"Q8WWV3"	2066100	1522700	0	3768100	3348300	4360600	1	1	NA	1	1	1	NA	NA
"Unmodified"	"P08133"	12400000	12992000	9700200	24717000	28063000	23427000	1	1	1	1	2	2	NA	NA
"Unmodified"	"Q15149"	6772800	6368400	5056300	12474000	9108800	10780000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9NZB2"	5850700	6150300	3746700	13285000	6110700	9979900	2	2	1	2	2	2	NA	NA
"Oxidation (M)"	"Q9UPT8"	0	0	0	0	1409800	2205100	NA	NA	NA	NA	1	1	NA	NA
"Unmodified"	"Q14690"	2326100	0	2799000	7249300	4070300	5422700	1	NA	2	1	1	1	NA	NA
"Unmodified"	"P26006"	8784900	9337900	0	17834000	13838000	15777000	1	1	NA	1	1	1	NA	NA
"Unmodified"	"P83436"	565700	0	0	1893800	0	0	1	NA	NA	1	NA	NA	NA	NA
"2 Oxidation (M)"	"P05787;CON__P05787;CON__H-INV:HIT000292931"	15554000	6055400	11533000	36218000	17694000	32535000	2	2	2	4	1	3	"+"	NA
"Unmodified"	"P04844"	15094000	21465000	14175000	35013000	104770000	77615000	1	2	2	2	2	2	NA	NA
"Unmodified"	"P50990"	0	0	2319100	6014000	2850900	0	1	NA	1	1	1	1	NA	NA
"Unmodified"	"Q86W42"	10677000	10679000	9146300	25948000	32168000	21402000	2	2	2	2	2	2	NA	NA
"Unmodified"	"P49736"	2240700	3295300	0	0	503000	3346200	1	1	NA	NA	1	1	NA	NA
"Unmodified"	"Q9Y4L1"	20035000	23676000	0	47874000	37054000	38705000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q7Z4G1"	2377100	2797400	2488700	4057300	0	4406200	1	1	1	1	NA	1	NA	NA
"Unmodified"	"P13807"	842230	849210	0	0	0	1016400	1	1	NA	NA	NA	1	NA	NA
"Unmodified"	"Q04760"	0	24803000	0	58157000	0	62904000	NA	2	NA	2	NA	2	NA	NA
"Unmodified"	"O00429"	0	11314000	7205400	15898000	10552000	15491000	NA	1	1	1	1	1	NA	NA
"Unmodified"	"Q5VTL8"	5625700	6364300	6125500	12942000	703440	0	1	1	1	2	2	1	NA	NA
"Oxidation (M)"	"P00403"	0	11630000	7767000	16273000	35861000	19517000	NA	2	1	1	1	2	NA	NA
"Oxidation (M)"	"Q00839"	22693000	36812000	30876000	66211000	45083000	61130000	2	4	5	4	4	4	NA	NA
"Unmodified"	"Q9Y223"	1813100	2499000	1686300	4416500	0	4442800	1	1	1	1	1	1	NA	NA
"Unmodified"	"P35579;P35580"	46119000	58908000	34005000	114450000	109520000	113890000	2	2	2	2	2	2	NA	NA
"Unmodified"	"Q9NZM1"	4039300	4693200	4208100	9879600	6346900	0	1	1	1	1	1	NA	NA	NA
"Unmodified"	"CON__Q0IIK2;CON__Q29443"	21323000	0	16453000	43651000	35513000	38472000	2	NA	2	2	2	2	"+"	NA
"Unmodified"	"Q8WU90"	6184800	4997300	5297200	13855000	17628000	10890000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P49591"	0	0	1341100	7730800	12096000	5988900	NA	NA	1	1	1	1	NA	NA
"Unmodified"	"P78344"	0	0	3214500	1520300	264760	0	1	NA	1	2	1	1	NA	NA
"Unmodified"	"P60891;P11908"	27430000	38120000	29823000	75315000	0	64744000	1	1	1	1	NA	2	NA	NA
"Unmodified"	"Q8TED0"	2612400	0	2566900	5091800	5292800	5620600	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9H8Y5"	1017300	1543500	1399700	0	0	1205100	1	1	1	NA	NA	1	NA	NA
"Unmodified"	"P62308;A8MWD9"	39449000	0	50220000	91476000	93973000	89021000	1	NA	1	1	1	1	NA	NA
"Unmodified"	"Q09666"	6573400	6412400	0	3801600	2844000	8388600	1	1	NA	1	1	1	NA	NA
"Unmodified"	"A6NKF1"	0	0	0	0	0	0	NA	NA	NA	NA	1	NA	NA	NA
"Unmodified"	"P51948"	0	0	0	0	1530700	0	NA	NA	NA	NA	1	NA	NA	NA
"Unmodified"	"O43920"	2967700	3260900	0	0	0	6889300	1	1	NA	NA	NA	1	NA	NA
"Unmodified"	"P08574"	22282000	29113000	21823000	44238000	25813000	43449000	1	2	2	1	1	1	NA	NA
"Unmodified"	"Q15155;Q5JPE7;P69849"	5217600	0	4685500	9831100	0	10281000	1	NA	1	1	NA	1	NA	NA
"Unmodified"	"Q9BSC4"	1728300	0	0	4356500	0	2278800	1	NA	NA	1	NA	1	NA	NA
"Unmodified"	"P48637"	7641600	0	0	15209000	11689000	15305000	1	NA	NA	1	1	1	NA	NA
"Unmodified"	"O15235"	3593100	4115700	0	7572100	3290400	4827900	1	1	NA	1	1	1	NA	NA
"Unmodified"	"CON__Q28107;P12259"	1682300	4316100	3084900	4283600	7188900	2875100	1	2	2	2	1	2	"+"	NA
"Unmodified"	"Q92878"	5655100	0	4437200	11698000	8711100	8677100	1	NA	1	1	1	1	NA	NA
"Unmodified"	"Q6UWP7"	3047800	3313700	0	6272700	3754400	5348900	1	1	NA	1	1	1	NA	NA
"Unmodified"	"P17152"	4137800	0	0	0	3892600	10624000	1	NA	NA	NA	1	1	NA	NA
"Acetyl (Protein N-term);Oxidation (M)"	"P35237"	5051800	0	5702100	0	0	17180000	1	NA	1	NA	NA	1	NA	NA
"Unmodified"	"Q9Y570"	7255000	9606900	9803100	14682000	9137400	12832000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P62750"	7650000	9767300	0	17089000	7682100	0	1	1	NA	1	1	NA	NA	NA
"Unmodified"	"P51648"	3191900	6205900	3629700	6539800	0	5340200	1	1	1	1	NA	1	NA	NA
"Unmodified"	"Q96P48"	1670200	3486800	2156200	3692900	0	4242500	1	1	1	1	NA	1	NA	NA
"Unmodified"	"Q99615"	4316200	0	4964100	0	0	0	1	NA	1	NA	NA	1	NA	NA
"Unmodified"	"O43684"	9888200	0	6832900	22340000	13828000	18167000	2	NA	1	1	2	1	NA	NA
"Unmodified"	"P12270"	4490200	5049300	3555200	10291000	8497100	8118900	1	1	1	1	1	1	NA	NA
"Unmodified"	"P62081"	29051000	51805000	25712000	72762000	137640000	68439000	2	2	2	4	4	3	NA	NA
"Oxidation (M)"	"P14618"	11935000	23438000	9473700	21302000	26505000	20097000	1	3	2	2	3	1	NA	NA
"Acetyl (Protein N-term)"	"P09382"	213130000	230660000	196810000	528830000	710190000	496870000	2	2	2	2	2	3	NA	NA
"Unmodified"	"O75643"	0	13397000	0	22050000	13107000	0	NA	1	NA	1	1	NA	NA	NA
"Unmodified"	"P46459"	0	0	0	0	2133100	2728600	NA	NA	NA	NA	1	1	NA	NA
"Unmodified"	"O95155"	0	0	2037100	4168700	0	5603900	NA	NA	1	1	NA	1	NA	NA
"Unmodified"	"P62424"	1815000	0	965450	2383200	1745300	2955800	1	NA	1	1	1	1	NA	NA
"Unmodified"	"O60524"	0	0	0	0	0	0	NA	NA	1	NA	NA	NA	NA	NA
"Unmodified"	"Q8N8A6"	1490300	0	0	3415500	2590300	2630700	1	NA	NA	1	1	1	NA	NA
"Unmodified"	"P31040"	17519000	18515000	15994000	48069000	68747000	38283000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q86V48"	0	0	4111200	0	3318100	0	NA	NA	1	NA	1	NA	NA	NA
"Unmodified"	"P10586"	1824800	0	0	2353800	2230200	2520000	1	NA	NA	1	1	1	NA	NA
