"Experiment"	"Retention time"	"Total ion current"	"Reverse"
"HEK_210203"	118.68	3052000	NA
"III23_18compl_210129"	108.13	919210	"+"
"HEK_210203"	67.926	5070500	NA
"HEK_210201"	61.35	9883600	NA
"HEK_210201"	51.068	4529300	NA
"VIII27_210129"	132.75	6174800	NA
"VIII27_210129"	131.71	144010	NA
"HEK_210201"	27.378	23656000	NA
"III23_210201"	123.53	1173500	NA
"HEK_201204"	57.968	5989100	"+"
"III23_210129"	95.597	2688600	"+"
"III23_18compl_210129"	20.87	1860400	NA
"III23_210129"	67.167	5125600	NA
"III23_210201"	92.672	17668000	"+"
"HEK_210201"	78.189	3210800	NA
"III23_18compl_210129"	108.67	392010	"+"
"HEK_210203"	13.063	142740	NA
"VIII27_210129"	70.136	4732200	NA
"HEK_210201"	44.339	651620	NA
"HEK_210201"	28.857	786570	NA
"III23_210201"	115	1847700	NA
"HEK_210201"	70.516	3529500	NA
"III12_210129"	62.146	3548800	NA
"HEK_210203"	95.073	10093000	NA
"HEK_210201"	31.496	8664700	NA
"III12_210129"	121.04	1008800	NA
"III23_18compl_210129"	59.917	3232600	NA
"III23_18compl_210129"	72.977	4363800	NA
"III12_210129"	115.43	55218	"+"
"HEK_201204"	95.542	405260	NA
"III23_210201"	114.67	2739300	NA
"HEK_201204"	116.71	1124400	NA
"III12_210129"	58.593	3879600	"+"
"III23_18compl_210129"	66.258	762940	NA
"III23_210201"	48.127	6110100	"+"
"HEK_210203"	120.99	36863	NA
"HEK_201204"	52.653	10540000	NA
"VIII27_210129"	27.303	3759100	NA
"III23_18compl_210129"	16.965	313090	NA
"III23_18compl_210129"	85.851	2206900	NA
"III23_18compl_210129"	82.079	444400	NA
"HEK_201204"	101.58	6149900	"+"
"HEK_210201"	87.676	14624000	NA
"HEK_201204"	134.46	82996	"+"
"HEK_210203"	137.06	38895	"+"
"III23_18compl_210129"	88.994	941760	"+"
"HEK_201204"	42.514	8042900	NA
"III23_210129"	104.45	1110700	"+"
"VIII27_210129"	61.456	762080	NA
"HEK_210203"	48.885	4458800	NA
"III12_210129"	131.17	173380	"+"
"III12_210129"	46.782	8023400	"+"
"III23_210201"	121.9	294820	NA
"VIII27_210129"	44.589	4883000	NA
"III12_210129"	41.389	5609700	NA
"III23_210201"	87.502	2718200	NA
"HEK_210203"	74.74	10286000	NA
"HEK_201204"	108.51	170140	NA
"III23_18compl_210129"	38.485	2080900	NA
"HEK_210201"	37.39	11133000	NA
"VIII27_210129"	46.474	4930700	NA
"III23_210201"	77.574	4831800	NA
"HEK_210201"	46.347	2699100	NA
"III23_18compl_210129"	26.489	2121300	"+"
"HEK_210201"	129.8	1154800	NA
"HEK_210201"	60.651	3361500	NA
"HEK_201204"	133.87	1120500	NA
"III12_210129"	80.902	873100	"+"
"III23_210129"	18.66	384600	"+"
"HEK_201204"	87.576	1288200	"+"
"HEK_210201"	103.01	1073900	"+"
"III23_18compl_210129"	89.622	7525400	NA
"HEK_210203"	109.88	8144500	"+"
"III23_210201"	54.586	613020	"+"
"VIII27_210129"	81.977	1916800	NA
"III23_210129"	123.92	1998100	NA
"III23_210129"	37.309	3507700	NA
"HEK_210201"	111.08	2650300	"+"
"HEK_210201"	42.028	13373000	NA
"III23_210129"	123.95	353610	NA
"HEK_210201"	94.784	1986200	NA
"III12_210129"	29.93	7729200	NA
"HEK_210201"	95.881	490510	NA
"III23_18compl_210129"	129.25	214320	NA
"III12_210129"	108.03	663470	NA
"HEK_201204"	115.68	7753100	NA
"III23_210129"	50.545	4805100	NA
"III23_210129"	29.353	5576300	"+"
"HEK_201204"	60.329	36566000	NA
"HEK_210203"	113.47	265390	NA
"III23_210129"	80.135	2513200	NA
"III23_18compl_210129"	77.741	4295500	NA
"III23_210201"	61.988	8754800	NA
"HEK_210203"	60.014	10374000	NA
"III23_210129"	61.362	60318000	NA
"III23_18compl_210129"	95.159	747650	NA
"III23_210129"	78.887	2320600	NA
"VIII27_210129"	45.944	7393900	NA
"HEK_210203"	41.645	2605400	NA
"III23_18compl_210129"	81.66	904710	NA
"III12_210129"	44.32	15417000	NA
"III23_18compl_210129"	43.95	13588000	NA
"III23_210129"	132.74	10440000	NA
"HEK_210201"	132.89	1121600	"+"
"III12_210129"	90.903	2679500	NA
"HEK_210201"	82.377	4544300	NA
"III12_210129"	106.91	528440	"+"
"III23_210129"	141.53	14108	NA
"HEK_201204"	50.4	309850	"+"
"III23_18compl_210129"	69.865	2236100	NA
"III12_210129"	132.25	1380000	NA
"III23_210129"	46.133	4730700	NA
"III23_210129"	71.574	1668000	NA
"HEK_201204"	60.778	31736000	NA
"HEK_210203"	25.565	3371800	NA
"HEK_210201"	117.77	2189700	NA
"III12_210129"	83.848	170700	NA
"HEK_210201"	113.44	941090	NA
"III23_210201"	103.14	334670	NA
"VIII27_210129"	115.47	638300	NA
"VIII27_210129"	73.829	5547000	NA
"HEK_201204"	107.35	87977	NA
"HEK_210203"	46.409	2152400	NA
"III23_210129"	89.62	4138900	"+"
"III12_210129"	96.284	5701500	NA
"HEK_210203"	50.965	8308000	NA
"HEK_201204"	131.17	176030	"+"
"III23_18compl_210129"	57.066	8432300	"+"
"HEK_210203"	34.56	6093000	NA
"III23_210129"	56.82	3996800	NA
"III23_18compl_210129"	84.83	4569400	NA
"HEK_201204"	34.265	4264300	"+"
"III23_210129"	80.791	5542500	NA
"III23_210129"	75.876	1231300	NA
"III23_210129"	111.11	3946400	NA
"III23_210129"	61.451	2669200	NA
"III23_18compl_210129"	91.433	2270300	NA
"HEK_201204"	19.503	970840	NA
"VIII27_210129"	96.181	1891300	NA
"III23_18compl_210129"	20.834	123870	"+"
"VIII27_210129"	48.719	8868500	NA
"III23_210201"	52.651	62516000	"+"
"HEK_201204"	41.063	25171000	NA
"HEK_201204"	84.27	4802800	NA
"HEK_210201"	44.376	4662300	NA
"HEK_210203"	29.636	4219700	NA
"III12_210129"	47.572	14753000	NA
"HEK_201204"	56.753	1290500	NA
"III12_210129"	57.556	13744000	"+"
"III12_210129"	69.696	9117400	NA
"III12_210129"	24.077	2428100	"+"
"III23_18compl_210129"	117.43	356380	NA
"III23_210201"	116.63	2010600	NA
"HEK_210201"	102.98	837240	NA
"III12_210129"	123.98	638650	NA
"III12_210129"	130.86	110910	"+"
"III12_210129"	17.451	11621000	NA
"III23_18compl_210129"	122.95	2573300	NA
"III23_210129"	122.99	312580	NA
"III12_210129"	135.53	16102	NA
"III23_18compl_210129"	83.788	4528400	NA
"III23_18compl_210129"	95.614	513180	NA
"III12_210129"	59.969	2417500	NA
"III12_210129"	72.736	1450100	"+"
"III23_18compl_210129"	60.656	2770200	NA
"HEK_210203"	82.477	1211800	NA
"III23_210201"	116.08	649380	NA
"VIII27_210129"	119.09	284010	NA
"VIII27_210129"	2.3368	27720	NA
"III23_210201"	30.63	11794000	NA
"VIII27_210129"	109.35	139230	NA
"HEK_201204"	48.443	14807000	NA
"III23_210129"	61.662	1125500	NA
"VIII27_210129"	15.83	84507	"+"
"III23_210201"	80.129	7340900	NA
"III23_210201"	124.85	360200	"+"
"III23_210129"	134.67	1087300	NA
"HEK_210203"	15.912	11750	"+"
"HEK_210201"	81.275	4194800	NA
"III23_210129"	104.21	12224000	NA
"III12_210129"	121.32	273650	NA
"III23_18compl_210129"	135.33	27332	"+"
"III12_210129"	59.195	3468000	NA
"III23_18compl_210129"	47.685	20616000	NA
"VIII27_210129"	29.127	4394700	NA
"VIII27_210129"	19.808	2064600	"+"
"VIII27_210129"	118.79	103830000	NA
"III23_18compl_210129"	92.936	2733700	"+"
"HEK_210203"	33.206	6212300	NA
"HEK_201204"	97.887	3080000	NA
"III23_18compl_210129"	45.238	3715700	NA
"III23_210129"	89.203	10138000	NA
"HEK_201204"	76.929	3984800	NA
"HEK_210201"	38.181	7734300	NA
"HEK_201204"	102.69	3061400	NA
"III23_18compl_210129"	102.12	4392300	NA
"HEK_210201"	77.753	8520800	NA
"III12_210129"	132.07	5424600	"+"
"HEK_210203"	27.62	1859600	NA
"VIII27_210129"	93.609	6828300	NA
"HEK_210203"	81.111	4043100	NA
"VIII27_210129"	53.855	4284300	NA
"HEK_201204"	20.249	2450400	NA
"VIII27_210129"	30.261	16568000	NA
"HEK_201204"	71.819	4718300	NA
"III23_210201"	131.78	15805000	NA
"III23_210201"	109.95	10249000	NA
"III12_210129"	86.426	6273300	NA
"III12_210129"	123.34	454140	NA
"HEK_210201"	103.33	1362200	NA
"HEK_210201"	21.507	1380500	NA
"III23_210201"	34.75	5184800	NA
"HEK_201204"	37.225	5742000	"+"
"III23_18compl_210129"	34.133	8612500	NA
"III23_210201"	25.093	22848000	NA
"VIII27_210129"	78.483	5269200	NA
"III23_210129"	45.448	9852800	NA
"III23_18compl_210129"	131.62	54948	"+"
"VIII27_210129"	60.273	4092900	NA
"VIII27_210129"	98.592	4693800	NA
"III23_210129"	41.96	13004000	NA
"III23_210201"	31.092	9130100	NA
"HEK_210203"	43.356	24888000	"+"
"VIII27_210129"	29.426	3983500	"+"
"HEK_210203"	48.662	342410	NA
"HEK_210201"	27.645	4828700	NA
"HEK_201204"	88.561	4241500	"+"
"III23_210129"	37.037	2045900	NA
"HEK_201204"	53.858	6266700	NA
"III23_18compl_210129"	26.387	4889100	NA
"VIII27_210129"	19.731	131970	NA
"HEK_210203"	4.851	144740	"+"
"HEK_210201"	103.16	9809600	NA
"VIII27_210129"	54.701	10343000	NA
"HEK_201204"	34.613	61936000	NA
"HEK_210203"	59.805	705990	"+"
"HEK_210201"	78.2	3767600	NA
"HEK_210201"	65.379	12638000	NA
"HEK_210203"	133.13	18751000	NA
"III23_18compl_210129"	57.851	2074100	NA
"III23_18compl_210129"	28.128	3415300	NA
"HEK_210203"	48.429	129440	NA
"VIII27_210129"	130.01	659960	NA
"III23_210129"	59.8	1853100	NA
"HEK_210201"	54.458	5666200	NA
"III23_210129"	74.955	12286000	"+"
"III23_210129"	70.589	7949500	NA
"HEK_201204"	42.193	3273700	NA
"III23_210201"	26.797	7601400	NA
"III23_210201"	27.505	3471100	NA
"HEK_201204"	64.388	22163000	NA
"III23_18compl_210129"	103.82	7707900	NA
"III23_210201"	70.344	4270700	NA
"VIII27_210129"	130.51	540260	"+"
"III23_18compl_210129"	105.49	22768000	NA
"HEK_201204"	35.238	449010	NA
"III23_18compl_210129"	85.894	5085700	NA
"VIII27_210129"	36.388	655520	NA
"III12_210129"	141.74	10892	NA
"HEK_210201"	94.069	9064900	NA
"HEK_210201"	63.086	5070900	"+"
"III23_210129"	11.969	29937	NA
"HEK_201204"	60.532	5954100	NA
"III23_210129"	36.029	10506000	NA
"HEK_210201"	133.05	14538000	NA
"III23_210201"	76.747	6365300	NA
"III23_210129"	101.09	15454000	NA
"III23_210129"	57.302	29793000	NA
"III12_210129"	82.786	2787500	NA
"III23_210129"	92.551	2218100	NA
"III23_210201"	51.699	14924000	NA
"III23_210129"	133.42	341510	NA
"HEK_201204"	108.27	7333400	NA
"HEK_201204"	78.937	43263000	NA
"VIII27_210129"	109.51	1074100	"+"
"III23_18compl_210129"	114.56	430920	NA
"HEK_210203"	72.628	3449700	NA
"III23_210129"	102.16	1921300	NA
"III12_210129"	76.527	199920000	NA
"III23_18compl_210129"	55.355	18314000	"+"
"III23_210201"	29.764	659540	"+"
"III12_210129"	89.912	1193400	"+"
"HEK_210203"	99.462	740920	"+"
"III23_210129"	115.3	4777600	"+"
"HEK_201204"	67.155	4504800	NA
"HEK_210201"	39.641	16519000	NA
"VIII27_210129"	39.43	7614400	NA
"III23_210129"	138.02	12664	"+"
"HEK_210203"	60.978	1108300	NA
"HEK_210201"	82.428	6657500	NA
"VIII27_210129"	99.412	5151400	NA
"III12_210129"	45.506	4576600	NA
"III12_210129"	146.82	61812	"+"
"III23_210201"	112.32	2991900	NA
"III12_210129"	70.286	1166700	NA
"HEK_210203"	125.3	38407	"+"
"HEK_210201"	130.19	2605600	NA
"III23_210129"	18.894	539270	NA
"VIII27_210129"	81.541	2404200	"+"
"HEK_201204"	51.658	26660000	NA
"III23_210201"	143.33	4498.7	NA
"VIII27_210129"	60.693	2015600	NA
"HEK_201204"	103.92	2260900	NA
"HEK_210203"	93.006	1552800	"+"
"HEK_210201"	18.785	187850	NA
"III23_210201"	41.744	21639000	NA
"HEK_210201"	24.838	13195000	NA
"III23_210129"	38.347	998740	NA
"III12_210129"	73.627	4015900	NA
"HEK_210203"	39.414	3364400	NA
"III23_210201"	90.68	2190600	NA
"III23_18compl_210129"	132.11	1601700	NA
"HEK_201204"	63.145	20985000	NA
"III23_210201"	70.175	15773000	NA
"III23_210129"	122.91	134640	"+"
"III23_210129"	74.111	7126700	"+"
"III23_210129"	88.899	5194000	NA
"III23_210201"	121.92	838340	NA
"HEK_210201"	36.51	7153100	NA
"VIII27_210129"	58.199	11043000	NA
"HEK_210203"	34.423	170070	NA
"III23_210129"	59.103	9687800	NA
"HEK_210203"	57.454	2556400	NA
"III12_210129"	89.429	1118300	NA
"HEK_210203"	35.017	841810	NA
"HEK_210201"	19.329	1327100	"+"
"HEK_201204"	122.03	330960	"+"
"III23_210129"	20.518	1961000	"+"
"III23_18compl_210129"	59.704	6054600	NA
"HEK_210201"	21.76	1860500	"+"
"III23_210129"	75.236	5805100	NA
"HEK_201204"	139.7	48412	NA
"HEK_210201"	115.49	597340	NA
"HEK_201204"	133.18	1069100	"+"
"III23_210129"	55.769	1773900	NA
"III12_210129"	49.776	11424000	NA
"III23_18compl_210129"	66.666	3432500	NA
"III23_210201"	81.961	6226300	NA
"III23_210201"	128.5	400410	"+"
"HEK_210201"	100.37	15372000	NA
"III23_210201"	119.52	1124200	NA
"III23_210201"	89.294	11688000	NA
"III23_210129"	110.54	1637800	NA
"III23_210201"	22.077	7446500	"+"
"III23_210201"	75.889	4525400	NA
"HEK_210201"	66.11	1304700	NA
"HEK_201204"	116.76	2500900	NA
"III12_210129"	104.74	1842300	"+"
"III12_210129"	116.61	156210	"+"
"III12_210129"	107.43	4344500	"+"
"VIII27_210129"	126.57	128010	NA
"VIII27_210129"	98.308	1309800	"+"
"VIII27_210129"	23.739	1190800	NA
"III23_18compl_210129"	131.73	91528	"+"
"HEK_210201"	24.054	3330600	NA
"HEK_201204"	113.91	998490	NA
"VIII27_210129"	106.73	3214100	NA
"III23_18compl_210129"	76.007	6055100	NA
"III23_210129"	58.215	978810	"+"
"III23_210201"	81.412	1964800	NA
"III23_210129"	63.151	5002200	"+"
"HEK_201204"	26.823	6099400	NA
"HEK_210201"	62.752	7690000	NA
"HEK_210201"	128.68	1376300	"+"
"VIII27_210129"	58.826	3049000	NA
"III23_210201"	18.578	1428500	NA
"HEK_201204"	65.78	10629000	NA
"III23_18compl_210129"	55.322	2913800	NA
"III23_210129"	51.179	17300000	NA
"HEK_210201"	32.288	7103100	NA
"III12_210129"	91.364	3630400	NA
"III23_18compl_210129"	105.51	886140	"+"
"HEK_210203"	38.927	3049000	NA
"III23_210129"	45.564	5668300	NA
"III23_210201"	118.13	338460	NA
"HEK_210203"	73.023	1101300	NA
"HEK_201204"	120.15	984190	NA
"III23_18compl_210129"	25.825	3138000	NA
"HEK_210203"	53.906	5388100	"+"
"III23_210201"	71.641	2252300	NA
"III23_18compl_210129"	125.17	122880	NA
"III23_210129"	20.649	4817200	"+"
"III23_210201"	95.469	7956100	NA
"III12_210129"	116.9	1638100	NA
"III12_210129"	20.737	739290	NA
"HEK_210201"	96.625	1336300	NA
"III23_18compl_210129"	39.016	2471800	"+"
"HEK_210203"	125.57	189540	NA
"III23_210129"	117.64	481870	"+"
"HEK_210201"	83.698	3383700	NA
"VIII27_210129"	18.717	580440	NA
"III23_18compl_210129"	87.069	8829700	NA
"VIII27_210129"	20.264	1872300	NA
"III23_210129"	86.788	862950	"+"
"HEK_210201"	134.21	78213	NA
"VIII27_210129"	98.122	1110600	NA
"VIII27_210129"	95.739	7202000	NA
"III23_210201"	31.224	9537800	NA
"III23_18compl_210129"	46.187	1585900	NA
"HEK_210203"	20.24	3949300	NA
"III23_210129"	120.83	4341000	NA
"HEK_210203"	83.795	1649200	NA
"III23_210129"	50.993	10467000	NA
"III23_210201"	17.368	657670	NA
"VIII27_210129"	45.653	50900000	NA
"HEK_201204"	132.39	2604700	"+"
"III23_18compl_210129"	127.33	549940	NA
"III23_18compl_210129"	88.938	5132500	NA
"HEK_201204"	28.551	8818500	NA
"III23_210129"	35.787	19406000	NA
"HEK_210201"	70.565	19033000	NA
"HEK_201204"	27.469	5055800	NA
"HEK_210201"	112.83	13489000	"+"
"III12_210129"	121.16	1471800	NA
"III12_210129"	81.446	1399500	NA
"HEK_201204"	88.602	2841200	NA
"III23_210201"	87.976	5897700	NA
"III23_210129"	145.67	21163	NA
"III23_210129"	42.584	5637500	NA
"HEK_210201"	21.248	4392600	NA
"III23_18compl_210129"	26.035	2007900	"+"
"III12_210129"	87.846	699330	NA
"III23_18compl_210129"	31.881	27322000	"+"
"HEK_210201"	29.504	4005400	"+"
"III12_210129"	87.832	2739000	NA
"HEK_210203"	44.734	5052600	NA
"HEK_210201"	54.465	3440000	NA
"HEK_210203"	116.05	311910	NA
"HEK_210203"	77.059	2619300	"+"
"III23_18compl_210129"	91.687	5697000	NA
"III23_210201"	94.822	3425400	NA
"III23_210201"	22.485	1306600	NA
"VIII27_210129"	112.84	1138700	NA
"III23_210129"	118.43	1828800	NA
"III23_18compl_210129"	95.412	4879600	NA
"III23_210201"	97.41	1604600	NA
"III23_210129"	59.007	13553000	NA
"HEK_201204"	39.624	5092500	"+"
"III23_210129"	52.486	3386600	NA
"HEK_210201"	42.326	1020900	NA
"VIII27_210129"	64.549	4334500	NA
"III23_210201"	77.691	1978900	NA
"VIII27_210129"	33.12	11987000	NA
"III12_210129"	23.726	2141500	"+"
"III23_210129"	33.984	5501100	NA
"III12_210129"	120.8	289490	"+"
"HEK_201204"	87.683	1780700	NA
"HEK_210203"	103.73	4411100	"+"
"HEK_210201"	110.82	774930	NA
"HEK_201204"	114.78	293870	"+"
"III12_210129"	97.973	1260100	NA
"III23_18compl_210129"	71.585	1416100	"+"
"III23_18compl_210129"	125.03	1153500	NA
"HEK_210203"	74.263	3995300	NA
"VIII27_210129"	34.003	2278300	NA
"HEK_210201"	39.155	4975100	NA
"III23_18compl_210129"	132.77	3412900	NA
"HEK_201204"	131.48	190380	NA
"VIII27_210129"	99.246	5830800	NA
"VIII27_210129"	20.504	14473000	NA
"VIII27_210129"	96.51	1670200	NA
"III23_210201"	16.248	69030	"+"
"VIII27_210129"	49.392	2211500	NA
"III23_210201"	73.119	2634700	NA
"III12_210129"	87.612	19325000	"+"
"III23_18compl_210129"	72.859	920850	NA
"III12_210129"	121.91	85167	"+"
"III23_18compl_210129"	102.62	277210	NA
"HEK_210203"	36.265	6634700	NA
"III23_18compl_210129"	70.496	1054900	NA
"III23_210129"	82.026	7024000	"+"
"III12_210129"	54.669	2002400	NA
"HEK_210203"	46.905	3131700	NA
"III23_18compl_210129"	143.6	7460.1	"+"
"III23_210129"	25.428	12340000	NA
"III23_18compl_210129"	103.95	1086600	NA
"HEK_201204"	79.913	47172000	NA
"III23_18compl_210129"	106	1847900	NA
"HEK_210201"	62.847	13492000	NA
"VIII27_210129"	93.801	486850	NA
"III23_210129"	131.63	351250	"+"
"HEK_210201"	145.08	62817	NA
"HEK_210201"	68.89	245080000	NA
"HEK_210203"	115.17	2816200	NA
"III12_210129"	84.294	2810600	NA
"HEK_210203"	24.227	2920900	NA
"III23_210129"	65.844	8245900	NA
"HEK_201204"	132	315860	"+"
"III12_210129"	102.81	926620	"+"
"III12_210129"	130.64	242650	NA
"HEK_201204"	18.399	6177800	NA
"III23_18compl_210129"	38.72	1769100	NA
"III12_210129"	47.324	102140000	"+"
"HEK_210201"	18.614	2765000	NA
"III12_210129"	105.2	4234700	NA
"HEK_210203"	88.603	11866000	NA
"III23_210201"	64.432	2719500	"+"
"VIII27_210129"	81.209	5106200	NA
"HEK_210203"	60.667	500390	NA
"VIII27_210129"	26	3277800	NA
"III23_210129"	60.235	9183100	NA
"HEK_201204"	34.211	8577400	NA
"III23_18compl_210129"	12.954	150560	"+"
"HEK_210203"	43.165	41223000	NA
"HEK_210203"	128.33	135010	NA
"III23_210129"	20.294	780140	"+"
"III23_210129"	44.003	2866400	NA
"III23_18compl_210129"	17.621	1897500	NA
"VIII27_210129"	53.794	1285300	NA
"HEK_210201"	133.03	3360100	NA
"III23_18compl_210129"	75.535	32564000	NA
"III23_18compl_210129"	99.741	6606500	NA
"III23_210201"	133.26	6374300	NA
"III23_18compl_210129"	82.498	5446300	NA
"III23_210201"	99.394	36944000	NA
"III23_210129"	123.23	602100	NA
"III23_18compl_210129"	114.9	10462000	"+"
"III23_210129"	119.41	1131100	NA
"VIII27_210129"	79.252	2493000	NA
"HEK_210201"	38.206	5753800	"+"
"VIII27_210129"	94.368	1446900	NA
"III23_210201"	125.06	134910	NA
"III23_210129"	130.61	124210	"+"
"III23_210201"	68.558	8544100	"+"
"III12_210129"	134.61	94734	NA
"III23_18compl_210129"	97.166	4618000	NA
"III12_210129"	95.735	510160	"+"
"HEK_210201"	52.936	3461200	NA
"III23_210129"	23.812	5908200	NA
"HEK_210203"	40.346	15631000	NA
"III23_210201"	50.884	3174200	"+"
"HEK_201204"	50.217	22052000	NA
"HEK_210203"	2.1893	259720	NA
"VIII27_210129"	53.571	15581000	NA
"HEK_210201"	101.64	204340	NA
"III23_210129"	72.819	47171000	"+"
"III23_18compl_210129"	46.184	10174000	"+"
"VIII27_210129"	101.2	325170	NA
"HEK_210203"	78.975	5955000	NA
"VIII27_210129"	64.169	213880	NA
"HEK_201204"	58.358	3339600	NA
"III23_18compl_210129"	87.748	1811200	"+"
"III23_18compl_210129"	84.57	2699800	NA
"III23_210201"	113.74	6321400	NA
"HEK_201204"	126.15	664320	"+"
"HEK_210203"	16.382	85852	"+"
"III23_210201"	40.541	3221800	NA
"HEK_210201"	132.46	1570200	NA
"HEK_201204"	4.0437	85357	NA
"VIII27_210129"	58.985	688420	NA
"HEK_210201"	54.19	4485600	NA
"III23_210129"	72.817	27644000	"+"
"III23_210129"	122.79	93303	NA
"VIII27_210129"	96.601	704840	NA
"III23_210129"	25.516	546190	NA
"HEK_210203"	42.854	2298500	NA
"III12_210129"	139.7	30844	NA
"HEK_201204"	112.39	2051600	NA
"III12_210129"	73.165	5752100	"+"
"HEK_201204"	145.17	12166000	NA
"III23_210129"	34.609	6586100	NA
"HEK_201204"	129.61	542290	NA
"HEK_210201"	116.25	1884900	NA
"III23_18compl_210129"	134.75	1469000	"+"
"III12_210129"	87.735	1495500	NA
"HEK_210203"	131.71	605830	NA
"III23_210129"	26.084	5651500	NA
"HEK_210201"	18.686	81666	NA
"HEK_201204"	45.868	92398000	NA
"VIII27_210129"	51.333	981800	"+"
"III23_210201"	19.688	6671000	NA
"III23_210201"	77.429	3270800	NA
"III23_210129"	116.35	16340000	NA
"III23_210129"	70.988	13430000	NA
"III23_210201"	121.66	1012100	NA
"HEK_210201"	20.608	129930	NA
"III23_210129"	96.66	410510	"+"
"HEK_210203"	20.487	658200	NA
"HEK_201204"	127.76	245810	NA
"III23_210129"	78.242	2681000	NA
"HEK_210203"	134.13	173670	NA
"III12_210129"	50.835	2570200	NA
"VIII27_210129"	67.391	993840	NA
"III12_210129"	21.436	1089200	NA
"HEK_201204"	108.52	4528500	"+"
"III23_210129"	15.241	54978	NA
"III23_210129"	105.03	1392100	"+"
"III23_210201"	93.708	2633200	NA
"III23_210129"	67.142	3859900	NA
"III23_18compl_210129"	120.5	807260	NA
"III12_210129"	72.514	24081000	NA
"HEK_210203"	101.43	1526500	NA
"III23_210129"	120.21	1264800	NA
"III23_210201"	33.866	7769600	NA
"HEK_210201"	81.384	7059900	NA
"III12_210129"	45.163	525370	NA
"HEK_201204"	97.726	1585000	NA
"III23_210201"	29.891	1180700	NA
"III12_210129"	53.715	4624300	NA
"III23_210129"	83.005	5875200	"+"
"III23_18compl_210129"	103	612690	NA
"HEK_210201"	23.412	80945000	NA
"VIII27_210129"	132.83	1535200	NA
"III23_210201"	95.236	9743500	"+"
"III23_18compl_210129"	73.174	2903300	NA
"III23_210201"	85.318	2277300	"+"
"VIII27_210129"	48.968	13421000	NA
"HEK_210201"	56.704	2720700	NA
"III23_18compl_210129"	46.507	3169200	NA
"HEK_210201"	25.866	4116800	NA
"HEK_210201"	80.978	783800	NA
"HEK_201204"	38.285	6678900	NA
"VIII27_210129"	78.838	502260	NA
"III23_18compl_210129"	22.795	4348800	"+"
"III12_210129"	81.458	5889000	NA
"III23_210129"	46.082	4265100	NA
"III23_210129"	55.177	7798500	NA
"III23_210129"	122.18	773280	"+"
"III12_210129"	72.582	2625000	NA
"HEK_210203"	82.925	3571800	NA
"HEK_210203"	118.79	1871100	NA
"HEK_201204"	25.931	554740	NA
"HEK_210203"	35.15	7782700	NA
"III12_210129"	53.909	13039000	NA
"VIII27_210129"	115.85	730760	NA
"VIII27_210129"	42.863	9927300	NA
"III23_210129"	68.891	6850200	"+"
"III23_18compl_210129"	79.031	2481100	NA
"HEK_210203"	96.096	2982700	NA
"III23_210129"	87.83	1570900	NA
"III23_210129"	62.915	1365900	NA
"III12_210129"	47.018	3486200	NA
"VIII27_210129"	98.444	428730	NA
"HEK_210201"	93.697	2277500	"+"
"III23_210201"	128.55	1061100	NA
"VIII27_210129"	80.45	2047300	"+"
"HEK_210201"	89.498	2736600	NA
"III23_210201"	119.61	1560500	"+"
"III12_210129"	82.758	664320	NA
"HEK_210203"	58.635	1930900	"+"
"HEK_210203"	85.176	1690400	"+"
"III23_210201"	122.06	10041000	NA
"III23_210201"	90.554	249360	"+"
"HEK_210203"	40.595	5033300	NA
"HEK_210201"	48.793	6770100	"+"
"HEK_210203"	57.991	6082600	NA
"III12_210129"	126.58	3324400	NA
"VIII27_210129"	118.24	2379500	NA
"III12_210129"	74.647	23049000	NA
"III23_210129"	112.33	1779800	"+"
"III23_210129"	87.046	3278700	NA
"III23_210201"	76.424	5449500	NA
"HEK_210203"	134.27	342470	"+"
"HEK_210201"	102.68	5382500	"+"
